book_id,authors,title,genre_id,description,price,price_tag,publisher,average_rating,work_ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,modified_date,deleted_date,status
3786,Vince Flynn,"Protect and Defend (Mitch Rapp, #10)",kd,Nah,28560,34000,,4,26763,116,393,3173,9658,13423,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3787,Mary McGarry Morris,Songs in Ordinary Time,gd,Nah,46280,52000,,4,27328,857,2112,8250,9765,6344,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3788,Erik Larson,Thunderstruck,xh,Nah,46170,57000,,4,27979,347,1952,9255,11516,4909,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3789,Michio Kaku,"Physics of the Impossible: A Scientific Exploration into the World of Phasers, Force Fields, Teleportation, and Time Travel",gd,Nah,29370,33000,,4,24597,605,964,4342,8934,9752,https://images.gr-assets.com/books/1320469147m/1168341.jpg,12/16/2021 19:29,NULL,1
3790,Karen Cushman,The Midwife's Apprentice,xh,Nah,27590,31000,,4,34145,756,2537,10586,12275,7991,https://images.gr-assets.com/books/1305983479m/15595.jpg,12/16/2021 19:29,NULL,1
3791,Michel Faber,The Crimson Petal and the White,xh,Nah,85140,99000,,4,30695,1071,2318,6468,10610,10228,https://images.gr-assets.com/books/1408937589m/40200.jpg,12/16/2021 19:29,NULL,1
3792,Mark Haddon,A Spot of Bother,kd,Nah,73800,90000,,3,28130,859,3216,10056,10123,3876,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3793,Richelle Mead,"Silver Shadows (Bloodlines, #5)",kd,Nah,47700,53000,,4,42572,228,898,4922,13522,23002,https://images.gr-assets.com/books/1389304070m/8709524.jpg,12/16/2021 19:29,NULL,1
3794,Armistead Maupin,"Tales of the City (Tales of the City, #1)",kd,Nah,35490,39000,,4,27676,460,1282,5278,9881,10775,https://images.gr-assets.com/books/1483075229m/16255.jpg,12/16/2021 19:29,NULL,1
3795,C.S. Lewis,"Perelandra (Space Trilogy, #2)",gd,Nah,66600,74000,,4,31492,481,2016,6904,10570,11521,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3796,Ellen Hopkins,"Tricks (Tricks, #1)",kn,Nah,69700,85000,,4,29370,405,975,4143,8072,15775,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3797,Michael Crichton,Eaters of the Dead,gd,Nah,32900,35000,,4,28593,751,2738,8799,10056,6249,https://images.gr-assets.com/books/1388369310m/7673.jpg,12/16/2021 19:29,NULL,1
3798,Michael J. Sullivan,"Heir of Novron (The Riyria Revelations, #5-6)",gd,Nah,77600,97000,,4,28151,119,344,2314,8956,16418,https://images.gr-assets.com/books/1307960132m/11100431.jpg,12/16/2021 19:29,NULL,1
3799,Washington Irving,The Legend of Sleepy Hollow,gd,Nah,62900,74000,,4,33179,526,2560,10103,11766,8224,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3800,Julie James,Just the Sexiest Man Alive,kn,Nah,43200,48000,,4,38100,926,2017,8414,13961,12782,https://images.gr-assets.com/books/1342552584m/3863861.jpg,12/16/2021 19:29,NULL,1
3801,"James Patterson, Maxine Paetro","10th Anniversary (Women's Murder Club, #10)",tn,Nah,50150,59000,,4,32557,253,1140,6909,12600,11655,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3802,Victoria Hislop,The Island,vh,Nah,45900,51000,,4,26842,529,1435,5310,9997,9571,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3803,Dean Koontz,The Good Guy,vh,Nah,42840,51000,,4,28576,401,1647,8173,11134,7221,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3804,Dean Koontz,Whispers,kn,Nah,60200,70000,,4,27346,342,1392,7421,9691,8500,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3805,Alan Bradley,"The Weed That Strings the Hangman's Bag (Flavia de Luce, #2)",xh,Nah,79540,97000,,4,37597,186,977,8450,17485,10499,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3806,Dean Koontz,Hideaway,kd,Nah,31680,36000,,4,28645,352,1581,8621,10473,7618,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3807,"Ian Rankin, Mircea Pricăjan","Knots and Crosses (Inspector Rebus, #1)",kn,Nah,57960,69000,,4,29834,460,1521,8004,12390,7459,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3808,Flannery O'Connor,A Good Man is Hard to Find and Other Stories,vh,Nah,59400,66000,,4,29992,337,970,4098,10210,14377,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3809,"Robert Kirkman, Charlie Adlard","The Walking Dead, Vol. 02: Miles Behind Us",kn,Nah,83660,94000,,4,29647,105,564,4272,11550,13156,https://images.gr-assets.com/books/1298563748m/138396.jpg,12/16/2021 19:29,NULL,1
3810,Seth Godin,Tribes: We Need You to Lead Us,vh,Nah,32900,35000,,4,24850,808,1697,5868,8865,7612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3811,Marya Hornbacher,Wasted: A Memoir of Anorexia and Bulimia,kn,Nah,65320,71000,,4,26466,512,1585,5707,8570,10092,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3812,Anna Quindlen,Every Last One,gd,Nah,65600,80000,,4,29350,511,1632,7286,12808,7113,https://images.gr-assets.com/books/1320560129m/7468160.jpg,12/16/2021 19:29,NULL,1
3813,"Lewis Carroll, John Tenniel",Alice's Adventures in Wonderland & Other Stories,xh,Nah,76540,89000,,4,25610,327,888,4044,7864,12487,https://images.gr-assets.com/books/1459762532m/7505716.jpg,12/16/2021 19:29,NULL,1
3814,Kim Harrison,"Black Magic Sanction (The Hollows, #8)",tn,Nah,30800,35000,,4,39273,135,538,4238,13520,20842,https://images.gr-assets.com/books/1310918991m/6547188.jpg,12/16/2021 19:29,NULL,1
3815,William  Davis,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",vh,Nah,77440,88000,,4,24684,1011,2062,6561,8379,6671,https://images.gr-assets.com/books/1317793840m/11505008.jpg,12/16/2021 19:29,NULL,1
3816,Susan Ee,"End of Days (Penryn & the End of Days, #3)",kd,Nah,89300,94000,,4,39601,497,1891,7198,13468,16547,https://images.gr-assets.com/books/1423384676m/18500665.jpg,12/16/2021 19:29,NULL,1
3817,"H.P. Lovecraft, August Derleth, Robert Bloch",The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,xh,Nah,33150,39000,,4,26093,226,611,3290,8631,13335,https://images.gr-assets.com/books/1333214256m/36315.jpg,12/16/2021 19:29,NULL,1
3818,Mary  Stewart,"The Crystal Cave (Arthurian Saga, #1)",tn,Nah,86480,94000,,4,36328,294,1175,6673,13794,14392,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3819,Kim Harrison,"Pale Demon (The Hollows, #9)",kn,Nah,40850,43000,,4,38529,165,401,3495,12334,22134,https://images.gr-assets.com/books/1280381240m/8138071.jpg,12/16/2021 19:29,NULL,1
3820,"H.P. Lovecraft, S.T. Joshi",The Call of Cthulhu and Other Weird Stories,xh,Nah,38720,44000,,4,27568,221,775,3876,9773,12923,https://images.gr-assets.com/books/1320618937m/160149.jpg,12/16/2021 19:29,NULL,1
3821,Neale Donald Walsch,"Conversations with God: An Uncommon Dialogue, Book 1",vh,Nah,52800,60000,,4,22988,750,1119,3495,6307,11317,https://images.gr-assets.com/books/1327944254m/15015.jpg,12/16/2021 19:29,NULL,1
3822,"Felicia Day, Joss Whedon",You're Never Weird on the Internet (Almost),vh,Nah,56440,68000,,4,31630,799,1135,4585,11341,13770,https://images.gr-assets.com/books/1440565049m/23705512.jpg,12/16/2021 19:29,NULL,1
3823,"James Patterson, Michael Ledwidge",Now You See Her,xh,Nah,55440,63000,,4,27052,316,1145,6160,10705,8726,https://images.gr-assets.com/books/1435387035m/7926569.jpg,12/16/2021 19:29,NULL,1
3824,J.D. Robb,"Glory in Death (In Death, #2)",gd,Nah,63990,79000,,4,39956,121,677,6205,15174,17779,https://images.gr-assets.com/books/1309282048m/268601.jpg,12/16/2021 19:29,NULL,1
3825,"Matt Fraction, David Aja, Javier Pulido, Matt Hollingsworth, Chris Eliopoulos, Alan Davis","Hawkeye, Volume 1: My Life as a Weapon",xh,Nah,34580,38000,,4,32727,1155,1134,4262,10558,15618,https://images.gr-assets.com/books/1360413248m/16002136.jpg,12/16/2021 19:29,NULL,1
3826,Susan Cooper,"Over Sea, Under Stone (The Dark Is Rising, #1)",gd,Nah,55900,65000,,4,37339,740,2184,9763,13869,10783,https://images.gr-assets.com/books/1443993959m/11312.jpg,12/16/2021 19:29,NULL,1
3827,"Jeph Loeb, Jim Lee, Scott Williams, Alex Sinclair, Richard Starkings",Batman: Hush,xh,Nah,35340,38000,,4,26366,206,752,3455,8838,13115,https://images.gr-assets.com/books/1342295000m/6375845.jpg,12/16/2021 19:29,NULL,1
3828,"Haruki Murakami, Jay Rubin",After the Quake,tn,Nah,31200,39000,,4,27483,224,1496,8209,11858,5696,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3829,James Patterson,"I, Alex Cross (Alex Cross, #16)",tn,Nah,44590,49000,,4,30448,295,1227,7037,12058,9831,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3830,Sharon Creech,"Love That Dog (Jack, #1)",kd,Nah,85140,99000,,4,30977,750,1929,6240,9465,12593,https://images.gr-assets.com/books/1415581593m/53498.jpg,12/16/2021 19:29,NULL,1
3831,Dave Pelzer,A Man Named Dave (Dave Pelzer #3),vh,Nah,34410,37000,,4,25649,445,1942,6950,7537,8775,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3832,Laurell K. Hamilton,"Danse Macabre (Anita Blake, Vampire Hunter, #14)",gd,Nah,57510,71000,,4,39211,1596,3750,9051,10973,13841,https://images.gr-assets.com/books/1289499526m/121927.jpg,12/16/2021 19:29,NULL,1
3833,Edgar Rice Burroughs,"Tarzan of the Apes (Tarzan, #1)",gd,Nah,68620,73000,,4,32325,558,1970,8236,11543,10018,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3834,Anne McCaffrey,"The White Dragon (Pern, #3)",kd,Nah,42640,52000,,4,35821,174,1022,6685,12640,15300,https://images.gr-assets.com/books/1307994871m/127586.jpg,12/16/2021 19:29,NULL,1
3835,Jen Lancaster,"Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why It Often Sucks in the City, or Who Are These Idiots and Why Do They All Live Next Door to Me?",vh,Nah,68060,83000,,4,27140,613,1256,4956,9069,11246,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3836,Enid Blyton,"The Magic Faraway Tree (The Faraway Tree, #2)",gd,Nah,73040,88000,,4,27511,423,892,3848,7438,14910,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3837,Margaret Atwood,The Robber Bride,xh,Nah,83660,94000,,4,31921,438,1812,8559,13396,7716,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3838,Larissa Ione,"Pleasure Unbound (Demonica, #1)",vh,Nah,29580,34000,,4,43009,1049,2062,7466,14769,17663,https://images.gr-assets.com/books/1289064020m/2679633.jpg,12/16/2021 19:29,NULL,1
3839,Lara Adrian,"Midnight Awakening (Midnight Breed, #3)",tn,Nah,58480,68000,,4,36732,254,953,5598,12419,17508,https://images.gr-assets.com/books/1343539714m/1388813.jpg,12/16/2021 19:29,NULL,1
3840,Robert Hughes,The Shock of the New,tn,Nah,63900,71000,,4,21603,1785,1809,4452,5889,7668,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3841,Jeffrey Archer,A Prisoner of Birth,tn,Nah,40000,50000,,4,25192,190,771,4656,10478,9097,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3842,Christopher Pike,"Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever (Thirst, #2)",vh,Nah,64740,78000,,4,26569,979,1795,4803,6131,12861,https://images.gr-assets.com/books/1327900390m/6424184.jpg,12/16/2021 19:29,NULL,1
3843,Ted Dekker,Thr3e,xh,Nah,65550,69000,,4,26938,512,1268,4975,9064,11119,https://images.gr-assets.com/books/1380856492m/125963.jpg,12/16/2021 19:29,NULL,1
3844,Adam Hochschild,King Leopold's Ghost,vh,Nah,69700,82000,,4,26401,453,901,3910,10021,11116,https://images.gr-assets.com/books/1348621563m/347610.jpg,12/16/2021 19:29,NULL,1
3845,"James Patterson, David Ellis",Guilty Wives,gd,Nah,31500,35000,,4,26625,816,1865,6439,9549,7956,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3846,"Jodi Picoult, Samantha van Leer","Between the Lines (Between the Lines, #1)",xh,Nah,32370,39000,,4,33343,1447,4020,9832,9857,8187,https://images.gr-assets.com/books/1326314890m/12283261.jpg,12/16/2021 19:29,NULL,1
3847,Diane Chamberlain,The Midwife's Confession,tn,Nah,47790,59000,,4,28570,290,1003,5411,12249,9617,https://images.gr-assets.com/books/1323870279m/10059498.jpg,12/16/2021 19:29,NULL,1
3848,Rachel Renée Russell,"Tales from a Not-So-Talented Pop Star (Dork Diaries, #3)",kn,Nah,72680,79000,,4,25003,532,954,3388,5579,14550,https://images.gr-assets.com/books/1370064614m/9635657.jpg,12/16/2021 19:29,NULL,1
3849,Craig Thompson,Habibi,xh,Nah,46410,51000,,4,28417,935,1624,4927,8831,12100,https://images.gr-assets.com/books/1327899014m/10138607.jpg,12/16/2021 19:29,NULL,1
3850,Anthony Horowitz,"The House of Silk (Sherlock Holmes, #1)",gd,Nah,45920,56000,,4,29174,551,1256,6201,12330,8836,https://images.gr-assets.com/books/1327877129m/11093329.jpg,12/16/2021 19:29,NULL,1
3851,Nelson DeMille,"The Lion's Game (John Corey, #2)",gd,Nah,87220,98000,,4,26582,215,682,4064,10942,10679,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3852,Jennifer L. Armentrout,"Deity (Covenant, #3)",gd,Nah,72900,81000,,4,41597,451,835,4202,12021,24088,https://images.gr-assets.com/books/1323658176m/9761778.jpg,12/16/2021 19:29,NULL,1
3853,"Henry David Thoreau, W.S. Merwin",Walden & Civil Disobedience,kn,Nah,71340,82000,,4,29184,851,1807,6003,9531,10992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3854,"Kanoko Sakurakouji, JN Productions, Pancha Diaz","Black Bird, Vol. 01 (Black Bird, #1)",vh,Nah,59160,68000,,4,27291,1182,1762,4473,6150,13724,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3855,"Erin Watt, Elle Kennedy, Jen Frederick","Paper Princess (The Royals, #1)",vh,Nah,59520,64000,,4,41366,1456,2164,6381,12999,18366,https://images.gr-assets.com/books/1476744953m/28678119.jpg,12/16/2021 19:29,NULL,1
3856,Tom Perrotta,Little Children,gd,Nah,79170,87000,,4,26333,600,2405,8214,10664,4450,https://images.gr-assets.com/books/1327556734m/37426.jpg,12/16/2021 19:29,NULL,1
3857,Ira Levin,The Boys from Brazil,tn,Nah,58400,73000,,4,27308,160,818,5776,11165,9389,https://images.gr-assets.com/books/1328882615m/99894.jpg,12/16/2021 19:29,NULL,1
3858,Terry Pratchett,"Interesting Times (Discworld, #17; Rincewind #5)",kn,Nah,72200,76000,,4,31905,126,661,5613,12693,12812,https://images.gr-assets.com/books/1430881376m/884288.jpg,12/16/2021 19:29,NULL,1
3859,Kresley Cole,Dark Desires After Dusk (Immortals After Dark #6),tn,Nah,57040,62000,,4,37539,145,617,4334,12218,20225,https://images.gr-assets.com/books/1327887013m/2003625.jpg,12/16/2021 19:29,NULL,1
3860,"Patricia C. Wrede, Peter de Sève","Searching for Dragons (Enchanted Forest Chronicles, #2)",vh,Nah,49820,53000,,4,36630,332,832,5634,12334,17498,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3861,Chris Bohjalian,The Sandcastle Girls,vh,Nah,40670,49000,,4,29203,503,1602,6820,12702,7576,https://images.gr-assets.com/books/1332018541m/13330603.jpg,12/16/2021 19:29,NULL,1
3862,"Rachel Caine, Cynthia Holloway","Kiss of Death (The Morganville Vampires, #8)",kd,Nah,48720,56000,,4,35314,327,1116,6065,10828,16978,https://images.gr-assets.com/books/1270564957m/7091713.jpg,12/16/2021 19:29,NULL,1
3863,Laurelin Paige,"Fixed on You (Fixed, #1)",gd,Nah,28160,32000,,4,42149,549,1431,6719,15473,17977,https://images.gr-assets.com/books/1368076802m/17828418.jpg,12/16/2021 19:29,NULL,1
3864,"James Patterson, NaRae Lee","Maximum Ride, Vol. 1 (Maximum Ride: The Manga, #1)",xh,Nah,28560,34000,,4,26495,647,1208,3910,6128,14602,https://images.gr-assets.com/books/1299863638m/3173558.jpg,12/16/2021 19:29,NULL,1
3865,"Nora Roberts, MacLeod Andrews","The Last Boyfriend (Inn BoonsBoro, #2)",xh,Nah,41800,44000,,4,34274,216,1230,7349,12983,12496,https://images.gr-assets.com/books/1334384607m/12099007.jpg,12/16/2021 19:29,NULL,1
3866,"Lene Kaaberbøl, Agnete Friis","The Boy in the Suitcase (Nina Borg, #1)",xh,Nah,83660,89000,,4,27066,700,2179,8978,10626,4583,https://images.gr-assets.com/books/1320545877m/10776592.jpg,12/16/2021 19:29,NULL,1
3867,Jon Ronson,So You've Been Publicly Shamed,gd,Nah,66430,73000,,4,27846,371,1098,6251,12947,7179,https://images.gr-assets.com/books/1413749614m/22571552.jpg,12/16/2021 19:29,NULL,1
3868,"Plato, Christopher Gill",The Symposium,tn,Nah,62980,67000,,4,28002,367,1425,5939,10145,10126,https://images.gr-assets.com/books/1359922039m/81779.jpg,12/16/2021 19:29,NULL,1
3869,D.B.C. Pierre,Vernon God Little,tn,Nah,73960,86000,,4,24473,1298,2534,6613,8700,5328,https://images.gr-assets.com/books/1339082247m/11711.jpg,12/16/2021 19:29,NULL,1
3870,Michael Connelly,"A Darkness More Than Night (Harry Bosch, #7; Terry McCaleb, #2; Harry Bosch Universe, #9)",kn,Nah,51240,61000,,4,31123,137,609,5609,13854,10914,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3871,Judy Blume,Otherwise Known as Sheila the Great (Fudge #2),tn,Nah,73870,89000,,4,33148,369,1552,8886,11265,11076,https://images.gr-assets.com/books/1416181295m/80670.jpg,12/16/2021 19:29,NULL,1
3872,Ntozake Shange,for colored girls who have considered suicide/when the rainbow is enuf,gd,Nah,75530,91000,,4,24834,341,760,3590,7369,12774,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3873,Nora Roberts,The Obsession,vh,Nah,78320,89000,,4,37511,909,1343,5262,12585,17412,https://images.gr-assets.com/books/1444838367m/26236956.jpg,12/16/2021 19:29,NULL,1
3874,Laurell K. Hamilton,"Micah (Anita Blake, Vampire Hunter, #13)",vh,Nah,67680,72000,,4,38534,2323,4989,9990,9063,12169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3875,Chloe Neill,"Twice Bitten (Chicagoland Vampires, #3)",kd,Nah,59520,64000,,4,40583,384,1123,6234,14041,18801,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3876,Patricia Cornwell,"The Last Precinct (Kay Scarpetta, #11)",kd,Nah,65700,73000,,4,28674,404,1819,8031,10437,7983,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3877,Jennifer Close,Girls in White Dresses,kd,Nah,67500,75000,,3,27866,2392,5526,9757,6717,3474,https://images.gr-assets.com/books/1320442277m/10047589.jpg,12/16/2021 19:29,NULL,1
3878,"Stella Gibbons, Lynne Truss, Roz Chast",Cold Comfort Farm,tn,Nah,46750,55000,,4,33239,740,1975,7461,12189,10874,https://images.gr-assets.com/books/1416161594m/92780.jpg,12/16/2021 19:29,NULL,1
3879,Gayle Forman,"Just One Year (Just One Day, #2)",kd,Nah,84600,90000,,4,34354,656,2160,8039,12649,10850,https://images.gr-assets.com/books/1375129683m/12842134.jpg,12/16/2021 19:29,NULL,1
3880,Sylvia Day,"One with You (Crossfire, #5)",tn,Nah,36960,44000,,4,38501,1026,2321,7060,11734,16360,https://images.gr-assets.com/books/1458742883m/17876897.jpg,12/16/2021 19:29,NULL,1
3881,"Rainer Metzger, Ingo F. Walther",Vincent Van Gogh: The Complete Paintings,kd,Nah,57330,63000,,4,24224,738,1063,3993,6783,11647,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3882,Chris Guillebeau,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",kn,Nah,77280,84000,,4,27753,863,1877,6655,9653,8705,https://images.gr-assets.com/books/1345666854m/12605157.jpg,12/16/2021 19:29,NULL,1
3883,Christopher Moore,"The Lust Lizard of Melancholy Cove (Pine Cove, #2)",tn,Nah,55800,60000,,4,27603,232,1410,7793,10969,7199,https://images.gr-assets.com/books/1168444147m/33458.jpg,12/16/2021 19:29,NULL,1
3884,William Gibson,"Mona Lisa Overdrive (Sprawl, #3)",tn,Nah,82800,90000,,4,28511,147,942,6865,12193,8364,https://images.gr-assets.com/books/1374778887m/154091.jpg,12/16/2021 19:29,NULL,1
3885,Trevor Noah,Born a Crime: Stories From a South African Childhood,kd,Nah,25500,30000,,4,53429,532,556,3384,16837,32120,https://images.gr-assets.com/books/1473867911m/29780253.jpg,12/16/2021 19:29,NULL,1
3886,Theodore Taylor,"The Cay (The Cay, #1)",kd,Nah,53070,61000,,4,27304,855,2358,7433,9173,7485,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3887,Julie Garwood,The Secret (Highlands' Lairds #1),tn,Nah,36960,44000,,4,34703,304,888,5180,11518,16813,https://images.gr-assets.com/books/1312123398m/107770.jpg,12/16/2021 19:29,NULL,1
3888,Justina Chen,North of Beautiful,gd,Nah,60800,76000,,4,32800,1063,2329,6939,10229,12240,https://images.gr-assets.com/books/1479868327m/3238153.jpg,12/16/2021 19:29,NULL,1
3889,Carol Shields,The Stone Diaries,gd,Nah,68000,80000,,4,30095,572,1931,7485,11710,8397,https://images.gr-assets.com/books/1285159303m/77554.jpg,12/16/2021 19:29,NULL,1
3890,Stormie Omartian,The Power of a Praying Woman,vh,Nah,66600,74000,,4,20872,208,483,2643,5376,12162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3891,Beth Harbison,"Shoe Addicts Anonymous (Shoe Addict, #1)",vh,Nah,26880,32000,,4,24866,1259,2686,7556,7451,5914,https://images.gr-assets.com/books/1311992714m/1087075.jpg,12/16/2021 19:29,NULL,1
3892,"Peter Høeg, Tiina Nunnally",Smilla's Sense of Snow,vh,Nah,39150,45000,,4,31843,956,2633,8240,12347,7667,https://images.gr-assets.com/books/1485595488m/124509.jpg,12/16/2021 19:29,NULL,1
3893,Bill Bryson,Shakespeare: The World as Stage,gd,Nah,27280,31000,,4,29299,700,1626,8001,11844,7128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3894,Nicholas Evans,The Smoke Jumper,gd,Nah,48140,58000,,4,26423,372,1080,5498,9437,10036,https://images.gr-assets.com/books/1403193693m/9282.jpg,12/16/2021 19:29,NULL,1
3895,Julia Hoban,Willow,kd,Nah,27280,31000,,4,29766,1030,2217,6034,8645,11840,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3896,Hillary Rodham Clinton,Living History,kn,Nah,72900,90000,,4,24813,939,1726,6602,8830,6716,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12/16/2021 19:29,NULL,1
3897,"Jeph Loeb, Tim Sale",Batman: Dark Victory,vh,Nah,42300,47000,,4,23600,286,804,4184,8980,9346,https://images.gr-assets.com/books/1327940341m/106076.jpg,12/16/2021 19:29,NULL,1
3898,Edmund de Waal,The Hare With Amber Eyes: A Family's Century of Art and Loss,tn,Nah,63140,77000,,4,26024,1302,2052,5240,8148,9282,https://images.gr-assets.com/books/1316730175m/7821828.jpg,12/16/2021 19:29,NULL,1
3899,Piers Anthony,A Spell for Chameleon (Xanth #1),vh,Nah,64800,72000,,4,32601,520,1699,7899,11888,10595,https://images.gr-assets.com/books/1476435403m/76664.jpg,12/16/2021 19:29,NULL,1
3900,"Al Perkins, Eric Gurney","Hand, Hand, Fingers, Thumb",kd,Nah,27900,30000,,4,24508,401,1090,4246,5843,12928,https://images.gr-assets.com/books/1397803649m/857501.jpg,12/16/2021 19:29,NULL,1
3901,Lissa Price,"Starters (Starters, #1)",gd,Nah,35690,43000,,4,35524,720,2174,8127,13140,11363,https://images.gr-assets.com/books/1358435131m/11861062.jpg,12/16/2021 19:29,NULL,1
3902,Kresley Cole,Dark Needs at Night's Edge (Immortals After Dark #5),kd,Nah,89180,98000,,4,38554,181,824,5181,12532,19836,https://images.gr-assets.com/books/1357613946m/1611656.jpg,12/16/2021 19:29,NULL,1
